[E 260922 00:02:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:02:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:11:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 10:13:01 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:13:03 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:32 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:34 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:38 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[W 260922 10:15:08 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:32 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:16:01 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:02 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:18 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:25 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:09 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:15 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:20:04 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:20:34 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[I 260922 10:25:06 smartConnect:496] Search successful. Found 6320 trading symbols for the given query:
    1. exchange: NFO, tradingsymbol: NIFTY06OCT2617850PE, symboltoken: 46918
    207. exchange: NFO, tradingsymbol: NIFTY06OCT2623100PE, symboltoken: 40742
    208. exchange: NFO, tradingsymbol: NIFTY06OCT2623150CE, symboltoken: 40743
    209. exchange: NFO, tradingsymbol: NIFTY06OCT2623150PE, symboltoken: 40744
    210. exchange: NFO, tradingsymbol: NIFTY06OCT2623200CE, symboltoken: 40745
    211. exchange: NFO, tradingsymbol: NIFTY06OCT2623200PE, symboltoken: 40746
    212. exchange: NFO, tradingsymbol: NIFTY06OCT2623250CE, symboltoken: 40749
    213. exchange: NFO, tradingsymbol: NIFTY06OCT2623250PE, symboltoken: 40750
    214. exchange: NFO, tradingsymbol: NIFTY06OCT2623300CE, symboltoken: 40751
    215. exchange: NFO, tradingsymbol: NIFTY06OCT2623300PE, symboltoken: 40752
    216. exchange: NFO, tradingsymbol: NIFTY06OCT2623350CE, symboltoken: 40753
    217. exchange: NFO, tradingsymbol: NIFTY06OCT2623350PE, symboltoken: 40754
    218. exchange: NFO, tradingsymbol: NIFTY06OCT2623400CE, symboltoken: 40755
    219. exchange: NFO, tradingsymbol: NIFTY06OCT2623400PE, symboltoken: 40756
    220. exchange: NFO, tradingsymbol: NIFTY06OCT2623450CE, symboltoken: 40757
    221. exchange: NFO, tradingsymbol: NIFTY06OCT2623450PE, symboltoken: 40758
    222. exchange: NFO, tradingsymbol: NIFTY06OCT2623500CE, symboltoken: 40759
    223. exchange: NFO, tradingsymbol: NIFTY06OCT2623500PE, symboltoken: 40760
    224. exchange: NFO, tradingsymbol: NIFTY06OCT2623550CE, symboltoken: 40763
    225. exchange: NFO, tradingsymbol: NIFTY06OCT2623550PE, symboltoken: 40764
    226. exchange: NFO, tradingsymbol: NIFTY06OCT2623600CE, symboltoken: 40765
    227. exchange: NFO, tradingsymbol: NIFTY06OCT2623600PE, symboltoken: 40766
    228. exchange: NFO, tradingsymbol: NIFTY06OCT2623650CE, symboltoken: 40767
    229. exchange: NFO, tradingsymbol: NIFTY06OCT2623650PE, symboltoken: 40768
    230. exchange: NFO, tradingsymbol: NIFTY06OCT2623700CE, symboltoken: 40769
    231. exchange: NFO, tradingsymbol: NIFTY06OCT2623700PE, symboltoken: 40770
    232. exchange: NFO, tradingsymbol: NIFTY06OCT2623750CE, symboltoken: 40779
    233. exchange: NFO, tradingsymbol: NIFTY06OCT2623750PE, symboltoken: 40780
    234. exchange: NFO, tradingsymbol: NIFTY06OCT2623800CE, symboltoken: 40781
    235. exchange: NFO, tradingsymbol: NIFTY06OCT2623800PE, symboltoken: 40782
    236. exchange: NFO, tradingsymbol: NIFTY06OCT2623850CE, symboltoken: 40786
    237. exchange: NFO, tradingsymbol: NIFTY06OCT2623850PE, symboltoken: 40788
    238. exchange: NFO, tradingsymbol: NIFTY06OCT2623900CE, symboltoken: 40789
    239. exchange: NFO, tradingsymbol: NIFTY06OCT2623900PE, symboltoken: 40790
    240. exchange: NFO, tradingsymbol: NIFTY06OCT2623950CE, symboltoken: 40791
    241. exchange: NFO, tradingsymbol: NIFTY06OCT2623950PE, symboltoken: 40792
    242. exchange: NFO, tradingsymbol: NIFTY06OCT2624000CE, symboltoken: 40793
    243. exchange: NFO, tradingsymbol: NIFTY06OCT2624000PE, symboltoken: 40794
    244. exchange: NFO, tradingsymbol: NIFTY06OCT2624050CE, symboltoken: 40801
    245. exchange: NFO, tradingsymbol: NIFTY06OCT2624050PE, symboltoken: 40802
    246. exchange: NFO, tradingsymbol: NIFTY06OCT2624100CE, symboltoken: 40803
    247. exchange: NFO, tradingsymbol: NIFTY06OCT2624100PE, symboltoken: 40804
    248. exchange: NFO, tradingsymbol: NIFTY06OCT2624150CE, symboltoken: 40809
    249. exchange: NFO, tradingsymbol: NIFTY06OCT2624150PE, symboltoken: 40810
    250. exchange: NFO, tradingsymbol: NIFTY06OCT2624200CE, symboltoken: 40811
    251. exchange: NFO, tradingsymbol: NIFTY06OCT2624200PE, symboltoken: 40812
    252. exchange: NFO, tradingsymbol: NIFTY06OCT2624250CE, symboltoken: 40813
    253. exchange: NFO, tradingsymbol: NIFTY06OCT2624250PE, symboltoken: 40814
    254. exchange: NFO, tradingsymbol: NIFTY06OCT2624300CE, symboltoken: 40817
    255. exchange: NFO, tradingsymbol: NIFTY06OCT2624300PE, symboltoken: 40818
    256. exchange: NFO, tradingsymbol: NIFTY06OCT2624350CE, symboltoken: 40819
    257. exchange: NFO, tradingsymbol: NIFTY06OCT2624350PE, symboltoken: 40820
    258. exchange: NFO, tradingsymbol: NIFTY06OCT2624400CE, symboltoken: 40821
    259. exchange: NFO, tradingsymbol: NIFTY06OCT2624400PE, symboltoken: 40822
    260. exchange: NFO, tradingsymbol: NIFTY06OCT2624450CE, symboltoken: 40823
    261. exchange: NFO, tradingsymbol: NIFTY06OCT2624450PE, symboltoken: 40824
    262. exchange: NFO, tradingsymbol: NIFTY06OCT2624500CE, symboltoken: 40825
    263. exchange: NFO, tradingsymbol: NIFTY06OCT2624500PE, symboltoken: 40826
    264. exchange: NFO, tradingsymbol: NIFTY06OCT2624550CE, symboltoken: 40827
    265. exchange: NFO, tradingsymbol: NIFTY06OCT2624550PE, symboltoken: 40828
    266. exchange: NFO, tradingsymbol: NIFTY06OCT2624600CE, symboltoken: 40831
    267. exchange: NFO, tradingsymbol: NIFTY06OCT2624600PE, symboltoken: 40834
    268. exchange: NFO, tradingsymbol: NIFTY06OCT2624650CE, symboltoken: 40835
    269. exchange: NFO, tradingsymbol: NIFTY06OCT2624650PE, symboltoken: 40836
    270. exchange: NFO, tradingsymbol: NIFTY06OCT2624700CE, symboltoken: 40844
    271. exchange: NFO, tradingsymbol: NIFTY06OCT2624700PE, symboltoken: 40845
    272. exchange: NFO, tradingsymbol: NIFTY06OCT2624750CE, symboltoken: 40846
    273. exchange: NFO, tradingsymbol: NIFTY06OCT2624750PE, symboltoken: 40851
    274. exchange: NFO, tradingsymbol: NIFTY06OCT2624800CE, symboltoken: 40852
    275. exchange: NFO, tradingsymbol: NIFTY06OCT2624800PE, symboltoken: 40857
    276. exchange: NFO, tradingsymbol: NIFTY06OCT2624850CE, symboltoken: 40858
    277. exchange: NFO, tradingsymbol: NIFTY06OCT2624850PE, symboltoken: 40860
    278. exchange: NFO, tradingsymbol: NIFTY06OCT2624900CE, symboltoken: 40861
    279. exchange: NFO, tradingsymbol: NIFTY06OCT2624900PE, symboltoken: 40862
    280. exchange: NFO, tradingsymbol: NIFTY06OCT2624950CE, symboltoken: 40863
    281. exchange: NFO, tradingsymbol: NIFTY06OCT2624950PE, symboltoken: 40864
    282. exchange: NFO, tradingsymbol: NIFTY06OCT2625000CE, symboltoken: 40865
    283. exchange: NFO, tradingsymbol: NIFTY06OCT2625000PE, symboltoken: 40866
    284. exchange: NFO, tradingsymbol: NIFTY06OCT2625050CE, symboltoken: 40867
    285. exchange: NFO, tradingsymbol: NIFTY06OCT2625050PE, symboltoken: 40868
    286. exchange: NFO, tradingsymbol: NIFTY06OCT2625100CE, symboltoken: 40869
    287. exchange: NFO, tradingsymbol: NIFTY06OCT2625100PE, symboltoken: 40870
    288. exchange: NFO, tradingsymbol: NIFTY06OCT2625150CE, symboltoken: 40871
    289. exchange: NFO, tradingsymbol: NIFTY06OCT2625150PE, symboltoken: 40872
    290. exchange: NFO, tradingsymbol: NIFTY06OCT2625200CE, symboltoken: 40873
    291. exchange: NFO, tradingsymbol: NIFTY06OCT2625200PE, symboltoken: 40874
    292. exchange: NFO, tradingsymbol: NIFTY06OCT2625250CE, symboltoken: 40875
    293. exchange: NFO, tradingsymbol: NIFTY06OCT2625250PE, symboltoken: 40876
    294. exchange: NFO, tradingsymbol: NIFTY06OCT2625300CE, symboltoken: 40877
    295. exchange: NFO, tradingsymbol: NIFTY06OCT2625300PE, symboltoken: 40878
    296. exchange: NFO, tradingsymbol: NIFTY06OCT2625350CE, symboltoken: 40879
    297. exchange: NFO, tradingsymbol: NIFTY06OCT2625350PE, symboltoken: 40880
    298. exchange: NFO, tradingsymbol: NIFTY06OCT2625400CE, symboltoken: 40881
    299. exchange: NFO, tradingsymbol: NIFTY06OCT2625400PE, symboltoken: 40882
    300. exchange: NFO, tradingsymbol: NIFTY06OCT2625450CE, symboltoken: 40883
    301. exchange: NFO, tradingsymbol: NIFTY06OCT2625450PE, symboltoken: 40884
    302. exchange: NFO, tradingsymbol: NIFTY06OCT2625500CE, symboltoken: 40885
    303. exchange: NFO, tradingsymbol: NIFTY06OCT2625500PE, symboltoken: 40886
    304. exchange: NFO, tradingsymbol: NIFTY06OCT2625550CE, symboltoken: 40887
    305. exchange: NFO, tradingsymbol: NIFTY06OCT2625550PE, symboltoken: 40889
    306. exchange: NFO, tradingsymbol: NIFTY06OCT2625600CE, symboltoken: 40890
    307. exchange: NFO, tradingsymbol: NIFTY06OCT2625600PE, symboltoken: 40891
    308. exchange: NFO, tradingsymbol: NIFTY06OCT2625650CE, symboltoken: 40892
    309. exchange: NFO, tradingsymbol: NIFTY06OCT2625650PE, symboltoken: 40893
    310. exchange: NFO, tradingsymbol: NIFTY06OCT2625700CE, symboltoken: 40894
    311. exchange: NFO, tradingsymbol: NIFTY06OCT2625700PE, symboltoken: 40897
    312. exchange: NFO, tradingsymbol: NIFTY06OCT2625750CE, symboltoken: 40902
    313. exchange: NFO, tradingsymbol: NIFTY06OCT2625750PE, symboltoken: 40903
    314. exchange: NFO, tradingsymbol: NIFTY06OCT2625800CE, symboltoken: 40904
    315. exchange: NFO, tradingsymbol: NIFTY06OCT2625800PE, symboltoken: 40915
    316. exchange: NFO, tradingsymbol: NIFTY06OCT2625850CE, symboltoken: 40916
    317. exchange: NFO, tradingsymbol: NIFTY06OCT2625850PE, symboltoken: 40924
    318. exchange: NFO, tradingsymbol: NIFTY06OCT2625900CE, symboltoken: 40928
    319. exchange: NFO, tradingsymbol: NIFTY06OCT2625900PE, symboltoken: 40941
    320. exchange: NFO, tradingsymbol: NIFTY06OCT2625950CE, symboltoken: 40942
    321. exchange: NFO, tradingsymbol: NIFTY06OCT2625950PE, symboltoken: 40943
    322. exchange: NFO, tradingsymbol: NIFTY06OCT2626000CE, symboltoken: 40944
    323. exchange: NFO, tradingsymbol: NIFTY06OCT2626000PE, symboltoken: 40945
    324. exchange: NFO, tradingsymbol: NIFTY06OCT2626050CE, symboltoken: 40946
    325. exchange: NFO, tradingsymbol: NIFTY06OCT2626050PE, symboltoken: 40947
    326. exchange: NFO, tradingsymbol: NIFTY06OCT2626100CE, symboltoken: 40948
    327. exchange: NFO, tradingsymbol: NIFTY06OCT2626100PE, symboltoken: 40949
    328. exchange: NFO, tradingsymbol: NIFTY06OCT2626150CE, symboltoken: 40950
    329. exchange: NFO, tradingsymbol: NIFTY06OCT2626150PE, symboltoken: 40951
    330. exchange: NFO, tradingsymbol: NIFTY06OCT2626200CE, symboltoken: 40952
    331. exchange: NFO, tradingsymbol: NIFTY06OCT2626200PE, symboltoken: 40953
    332. exchange: NFO, tradingsymbol: NIFTY06OCT2626250CE, symboltoken: 40954
    333. exchange: NFO, tradingsymbol: NIFTY06OCT2626250PE, symboltoken: 40955
    334. exchange: NFO, tradingsymbol: NIFTY06OCT2626300CE, symboltoken: 40956
    335. exchange: NFO, tradingsymbol: NIFTY06OCT2626300PE, symboltoken: 40957
    336. exchange: NFO, tradingsymbol: NIFTY06OCT2626350CE, symboltoken: 40958
    337. exchange: NFO, tradingsymbol: NIFTY06OCT2626350PE, symboltoken: 40959
    338. exchange: NFO, tradingsymbol: NIFTY06OCT2626400CE, symboltoken: 40960
    339. exchange: NFO, tradingsymbol: NIFTY06OCT2626400PE, symboltoken: 40961
    340. exchange: NFO, tradingsymbol: NIFTY06OCT2626450CE, symboltoken: 40962
    341. exchange: NFO, tradingsymbol: NIFTY06OCT2626450PE, symboltoken: 40963
    342. exchange: NFO, tradingsymbol: NIFTY06OCT2626500CE, symboltoken: 40964
    343. exchange: NFO, tradingsymbol: NIFTY06OCT2626500PE, symboltoken: 40967
    344. exchange: NFO, tradingsymbol: NIFTY06OCT2626550CE, symboltoken: 40968
    345. exchange: NFO, tradingsymbol: NIFTY06OCT2626550PE, symboltoken: 40969
    346. exchange: NFO, tradingsymbol: NIFTY06OCT2626600CE, symboltoken: 40970
    347. exchange: NFO, tradingsymbol: NIFTY06OCT2626600PE, symboltoken: 40971
    348. exchange: NFO, tradingsymbol: NIFTY06OCT2626650CE, symboltoken: 40972
    349. exchange: NFO, tradingsymbol: NIFTY06OCT2626650PE, symboltoken: 40973
    350. exchange: NFO, tradingsymbol: NIFTY06OCT2626700CE, symboltoken: 40974
    351. exchange: NFO, tradingsymbol: NIFTY06OCT2626700PE, symboltoken: 40977
    352. exchange: NFO, tradingsymbol: NIFTY06OCT2626750CE, symboltoken: 40978
    353. exchange: NFO, tradingsymbol: NIFTY06OCT2626750PE, symboltoken: 40979
    354. exchange: NFO, tradingsymbol: NIFTY06OCT2626800CE, symboltoken: 40982
    355. exchange: NFO, tradingsymbol: NIFTY06OCT2626800PE, symboltoken: 40983
    356. exchange: NFO, tradingsymbol: NIFTY06OCT2626850CE, symboltoken: 40984
    357. exchange: NFO, tradingsymbol: NIFTY06OCT2626850PE, symboltoken: 40987
    358. exchange: NFO, tradingsymbol: NIFTY06OCT2626900CE, symboltoken: 40988
    359. exchange: NFO, tradingsymbol: NIFTY06OCT2626900PE, symboltoken: 40993
    360. exchange: NFO, tradingsymbol: NIFTY06OCT2626950CE, symboltoken: 40994
    361. exchange: NFO, tradingsymbol: NIFTY06OCT2626950PE, symboltoken: 40995
    362. exchange: NFO, tradingsymbol: NIFTY06OCT2627000CE, symboltoken: 40996
    363. exchange: NFO, tradingsymbol: NIFTY06OCT2627000PE, symboltoken: 41003
    364. exchange: NFO, tradingsymbol: NIFTY06OCT2627050CE, symboltoken: 41004
    365. exchange: NFO, tradingsymbol: NIFTY06OCT2627050PE, symboltoken: 41005
    366. exchange: NFO, tradingsymbol: NIFTY06OCT2627100CE, symboltoken: 41006
    367. exchange: NFO, tradingsymbol: NIFTY06OCT2627100PE, symboltoken: 41007
    368. exchange: NFO, tradingsymbol: NIFTY06OCT2627150CE, symboltoken: 41008
    369. exchange: NFO, tradingsymbol: NIFTY06OCT2627150PE, symboltoken: 41009
    370. exchange: NFO, tradingsymbol: NIFTY06OCT2627200CE, symboltoken: 41010
    371. exchange: NFO, tradingsymbol: NIFTY06OCT2627200PE, symboltoken: 41011
    372. exchange: NFO, tradingsymbol: NIFTY06OCT2627250CE, symboltoken: 41012
    373. exchange: NFO, tradingsymbol: NIFTY06OCT2627250PE, symboltoken: 41013
    374. exchange: NFO, tradingsymbol: NIFTY06OCT2627300CE, symboltoken: 41014
    375. exchange: NFO, tradingsymbol: NIFTY06OCT2627300PE, symboltoken: 41020
    376. exchange: NFO, tradingsymbol: NIFTY06OCT2627350CE, symboltoken: 41021
    377. exchange: NFO, tradingsymbol: NIFTY06OCT2627350PE, symboltoken: 41022
    378. exchange: NFO, tradingsymbol: NIFTY06OCT2627400CE, symboltoken: 41023
    379. exchange: NFO, tradingsymbol: NIFTY06OCT2627400PE, symboltoken: 41024
    380. exchange: NFO, tradingsymbol: NIFTY06OCT2627450CE, symboltoken: 41025
    381. exchange: NFO, tradingsymbol: NIFTY06OCT2627450PE, symboltoken: 41026
    382. exchange: NFO, tradingsymbol: NIFTY06OCT2627500CE, symboltoken: 41027
    383. exchange: NFO, tradingsymbol: NIFTY06OCT2627500PE, symboltoken: 41028
    384. exchange: NFO, tradingsymbol: NIFTY06OCT2627550CE, symboltoken: 41029
    385. exchange: NFO, tradingsymbol: NIFTY06OCT2627550PE, symboltoken: 41030
    386. exchange: NFO, tradingsymbol: NIFTY06OCT2627600CE, symboltoken: 41034
    387. exchange: NFO, tradingsymbol: NIFTY06OCT2627600PE, symboltoken: 41035
    388. exchange: NFO, tradingsymbol: NIFTY06OCT2627650CE, symboltoken: 41045
    389. exchange: NFO, tradingsymbol: NIFTY06OCT2627650PE, symboltoken: 41046
    390. exchange: NFO, tradingsymbol: NIFTY06OCT2627700PE, symboltoken: 41048
    391. exchange: NFO, tradingsymbol: NIFTY06OCT2627750CE, symboltoken: 41057
    392. exchange: NFO, tradingsymbol: NIFTY06OCT2627750PE, symboltoken: 41058
    393. exchange: NFO, tradingsymbol: NIFTY06OCT2627800CE, symboltoken: 41061
    394. exchange: NFO, tradingsymbol: NIFTY06OCT2627800PE, symboltoken: 41062
    395. exchange: NFO, tradingsymbol: NIFTY06OCT2627850CE, symboltoken: 41063
    396. exchange: NFO, tradingsymbol: NIFTY06OCT2627850PE, symboltoken: 41064
    397. exchange: NFO, tradingsymbol: NIFTY06OCT2627900CE, symboltoken: 41065
    398. exchange: NFO, tradingsymbol: NIFTY06OCT2627900PE, symboltoken: 41066
    399. exchange: NFO, tradingsymbol: NIFTY06OCT2627950CE, symboltoken: 41067
    400. exchange: NFO, tradingsymbol: NIFTY06OCT2627950PE, symboltoken: 41068
    401. exchange: NFO, tradingsymbol: NIFTY06OCT2628000CE, symboltoken: 41069
    402. exchange: NFO, tradingsymbol: NIFTY06OCT2628000PE, symboltoken: 41070
    403. exchange: NFO, tradingsymbol: NIFTY06OCT2628050CE, symboltoken: 41073
    404. exchange: NFO, tradingsymbol: NIFTY06OCT2628050PE, symboltoken: 41074
    405. exchange: NFO, tradingsymbol: NIFTY06OCT2628100CE, symboltoken: 41077
    406. exchange: NFO, tradingsymbol: NIFTY06OCT2628100PE, symboltoken: 41078
    407. exchange: NFO, tradingsymbol: NIFTY06OCT2628150CE, symboltoken: 41079
    408. exchange: NFO, tradingsymbol: NIFTY06OCT2628150PE, symboltoken: 41080
    409. exchange: NFO, tradingsymbol: NIFTY06OCT2628200CE, symboltoken: 41084
    410. exchange: NFO, tradingsymbol: NIFTY06OCT2628200PE, symboltoken: 41085
    411. exchange: NFO, tradingsymbol: NIFTY06OCT2628250CE, symboltoken: 41086
    412. exchange: NFO, tradingsymbol: NIFTY06OCT2628250PE, symboltoken: 41087
    413. exchange: NFO, tradingsymbol: NIFTY06OCT2628300CE, symboltoken: 41088
    414. exchange: NFO, tradingsymbol: NIFTY06OCT2628300PE, symboltoken: 41089
    415. exchange: NFO, tradingsymbol: NIFTY06OCT2628350CE, symboltoken: 41090
    416. exchange: NFO, tradingsymbol: NIFTY06OCT2628350PE, symboltoken: 41093
    417. exchange: NFO, tradingsymbol: NIFTY06OCT2628400CE, symboltoken: 41094
    418. exchange: NFO, tradingsymbol: NIFTY06OCT2628400PE, symboltoken: 41097
    419. exchange: NFO, tradingsymbol: NIFTY06OCT2628450CE, symboltoken: 41098
    420. exchange: NFO, tradingsymbol: NIFTY06OCT2628450PE, symboltoken: 41099
    421. exchange: NFO, tradingsymbol: NIFTY06OCT2628500CE, symboltoken: 41100
    422. exchange: NFO, tradingsymbol: NIFTY06OCT2628500PE, symboltoken: 41101
    423. exchange: NFO, tradingsymbol: NIFTY06OCT2628550CE, symboltoken: 41103
    424. exchange: NFO, tradingsymbol: NIFTY06OCT2628550PE, symboltoken: 41104
    425. exchange: NFO, tradingsymbol: NIFTY06OCT2628600CE, symboltoken: 41105
    426. exchange: NFO, tradingsymbol: NIFTY06OCT2628600PE, symboltoken: 41106
    427. exchange: NFO, tradingsymbol: NIFTY06OCT2628650CE, symboltoken: 41107
    428. exchange: NFO, tradingsymbol: NIFTY06OCT2628650PE, symboltoken: 41108
    429. exchange: NFO, tradingsymbol: NIFTY06OCT2628700CE, symboltoken: 41111
    430. exchange: NFO, tradingsymbol: NIFTY06OCT2628700PE, symboltoken: 41112
    431. exchange: NFO, tradingsymbol: NIFTY06OCT2628750CE, symboltoken: 41113
    432. exchange: NFO, tradingsymbol: NIFTY06OCT2628750PE, symboltoken: 41114
    433. exchange: NFO, tradingsymbol: NIFTY06OCT2628800CE, symboltoken: 41115
    434. exchange: NFO, tradingsymbol: NIFTY06OCT2628800PE, symboltoken: 41116
    435. exchange: NFO, tradingsymbol: NIFTY06OCT2628850CE, symboltoken: 41117
    436. exchange: NFO, tradingsymbol: NIFTY06OCT2628850PE, symboltoken: 41118
    437. exchange: NFO, tradingsymbol: NIFTY06OCT2628900CE, symboltoken: 41127
    438. exchange: NFO, tradingsymbol: NIFTY06OCT2628900PE, symboltoken: 41128
    439. exchange: NFO, tradingsymbol: NIFTY06OCT2628950CE, symboltoken: 41133
    440. exchange: NFO, tradingsymbol: NIFTY06OCT2628950PE, symboltoken: 41134
    441. exchange: NFO, tradingsymbol: NIFTY06OCT2629000CE, symboltoken: 41135
    442. exchange: NFO, tradingsymbol: NIFTY06OCT2629000PE, symboltoken: 41136
    443. exchange: NFO, tradingsymbol: NIFTY06OCT2629050CE, symboltoken: 41137
    444. exchange: NFO, tradingsymbol: NIFTY06OCT2629050PE, symboltoken: 41138
    445. exchange: NFO, tradingsymbol: NIFTY06OCT2629100CE, symboltoken: 41139
    446. exchange: NFO, tradingsymbol: NIFTY06OCT2629100PE, symboltoken: 41140
    447. exchange: NFO, tradingsymbol: NIFTY06OCT2629150CE, symboltoken: 41141
    448. exchange: NFO, tradingsymbol: NIFTY06OCT2629150PE, symboltoken: 41142
    449. exchange: NFO, tradingsymbol: NIFTY06OCT2629200CE, symboltoken: 41143
    450. exchange: NFO, tradingsymbol: NIFTY06OCT2629200PE, symboltoken: 41144
    451. exchange: NFO, tradingsymbol: NIFTY06OCT2629250CE, symboltoken: 41147
    452. exchange: NFO, tradingsymbol: NIFTY06OCT2629250PE, symboltoken: 41148
    453. exchange: NFO, tradingsymbol: NIFTY06OCT2629300CE, symboltoken: 41151
    454. exchange: NFO, tradingsymbol: NIFTY06OCT2629300PE, symboltoken: 41152
    455. exchange: NFO, tradingsymbol: NIFTY13OCT2617850CE, symboltoken: 46929
    456. exchange: NFO, tradingsymbol: NIFTY13OCT2617850PE, symboltoken: 46930
    457. exchange: NFO, tradingsymbol: NIFTY13OCT2617900PE, symboltoken: 46932
    458. exchange: NFO, tradingsymbol: NIFTY13OCT2617950CE, symboltoken: 46933
    459. exchange: NFO, tradingsymbol: NIFTY13OCT2617950PE, symboltoken: 46934
    460. exchange: NFO, tradingsymbol: NIFTY13OCT2618000CE, symboltoken: 46935
    461. exchange: NFO, tradingsymbol: NIFTY13OCT2618000PE, symboltoken: 46936
    462. exchange: NFO, tradingsymbol: NIFTY13OCT2618050PE, symboltoken: 46938
    463. exchange: NFO, tradingsymbol: NIFTY13OCT2618100CE, symboltoken: 46939
    464. exchange: NFO, tradingsymbol: NIFTY13OCT2618100PE, symboltoken: 46940
    465. exchange: NFO, tradingsymbol: NIFTY13OCT2618150CE, symboltoken: 45891
    466. exchange: NFO, tradingsymbol: NIFTY13OCT2618200CE, symboltoken: 42498
    467. exchange: NFO, tradingsymbol: NIFTY13OCT2618200PE, symboltoken: 42499
